PolicyNumber,CustomerId,DateOfLoss,ClaimReceivedDate,ClaimCause,TotalPaidToDate,Deductible,County,State,EquipmentYear,PolicyEffectiveDate
P-678-2021,3891,2021-05-04,2021-05-06,Wind-Irr,94786.5,5000,Leflore,MS,1987,2021-02-24
P-2513-2021,1430,2021-05-04,2021-07-01,Collision-Irr,2725.66,1000,Dawson,NE,2007,2021-03-12
P-3773-2021,3590,2021-04-29,2021-05-11,Lightning-Irr,5704.93,2500,Prowers,CO,2016,2020-09-01
P-891-2021,1754,2021-04-28,2021-04-28,Wind-Irr,58807,1000,Phelps,NE,0,2020-11-26
P-4917-2021,3562,2021-04-28,2021-04-29,Collapse-Irr,50000,1000,Sedgwick,KS,2007,2021-01-11
P-1535-2021,3110,2021-04-28,2021-04-30,Wind-Irr,25659.15,1000,Medina,TX,1990,2021-03-26
P-1748-2021,5282,2021-04-27,2021-04-28,Wind-Irr,23312.45,1000,Dallam,TX,1994,2020-11-14
P-1604-2021,926,2021-04-27,2021-07-27,Collision-Irr,8813.67,1000,Hale,TX,1985,2021-02-19
P-2380-2021,2780,2021-04-26,2021-04-28,Collapse-Irr,35296.85,5000,Lee,SC,2008,2021-03-09
P-4731-2021,1552,2021-04-26,2021-05-24,Collision-Irr,1215,1000,Adams,NE,0,2020-06-02
P-2109-2021,2715,2021-04-22,2021-04-28,Wind-Irr,6770.1,1000,Cochran,TX,0,2020-07-30
P-3972-2021,2174,2021-04-21,2021-04-22,Claim Withdrawn,0,2500,Abbeville,SC,2017,2021-02-10
P-3972-2021,2174,2021-04-21,2021-04-22,Claim Withdrawn,0,2500,Abbeville,SC,2012,2021-02-10
P-2808-2021,3916,2021-04-20,2021-04-23,Wind-Irr,14908.5,1000,Bailey,TX,1989,2021-04-20
P-799-2021,400,2021-04-15,2021-04-19,Wind-Irr,87000,1000,Knox,TX,2010,2020-12-10
P-1457-2021,154,2021-04-15,2021-04-27,Collision-Irr,6728.24,1000,Clay,NE,1992,2020-05-29
P-4737-2021,1891,2021-04-14,2021-08-27,Theft-Irr,2079,1000,Carson,TX,0,2020-09-24
P-517-2021,3348,2021-04-14,2021-10-12,Fire-Irr,6813.21,1000,Mitchell,KS,2017,2021-03-06
P-2811-2021,3757,2021-04-13,2021-04-26,Lightning-Irr,5582.44,1000,Baca,CO,2003,2020-06-17
P-4754-2021,2116,2021-04-09,2021-06-30,Collision-Irr,1681.64,1000,Reno,KS,2007,2020-11-02
P-88-2021,5024,2021-04-08,2021-04-12,Wind-Irr,16432.34,2500,Jackson,OK,2010,2021-02-22
P-1595-2021,2296,2021-04-06,2021-05-06,Lightning-Irr,22985.9,1000,Dakota,MN,1985,2021-04-17
P-1420-2021,1750,2021-04-05,2021-04-28,M&E-Irr,2089.78,1000,Holt,NE,0,2021-01-01
P-234-2021,4885,2021-04-02,2021-04-05,Collapse-Irr,44000,1000,Hockley,TX,1994,2020-04-28
P-5057-2021,5192,2021-04-01,2021-04-15,Claim Denied,0,1000,null,null,null,2020-07-22
P-3123-2021,4377,2021-03-29,2021-03-30,Wind-Irr,40000,1000,Webster,NE,2012,2021-03-29
P-5578-2021,3566,2021-03-29,2021-04-22,Wind-Irr,3151,1000,Lincoln,NE,1980,2020-06-03
P-3669-2021,216,2021-03-28,2021-05-07,M&E-Irr,4981.14,1000,Andrews,TX,1994,2021-02-01
P-1413-2021,4432,2021-03-26,2021-03-30,Hail-Irr,4223.03,1000,Webster,NE,2005,2021-03-26
P-3803-2021,2596,2021-03-25,2021-04-05,Wind-Irr,7321.55,1000,Phelps,NE,2009,2020-04-25
P-2297-2021,4665,2021-03-24,2021-03-29,Wind-Irr,18573.93,5000,Lea,NM,2000,2020-04-03
P-2604-2021,5217,2021-03-22,2021-06-07,Overturn-Irr,7280.35,1000,Moore,TX,2011,2021-04-23
P-2486-2021,4191,2021-03-20,2021-04-08,Lightning-Irr,13619.84,5000,Florence,SC,0,2021-04-01
P-749-2021,2574,2021-03-17,2021-03-17,Wind-Irr,57223.63,1000,Floyd,TX,2011,2020-04-29
P-2612-2021,1545,2021-03-17,2021-03-22,Wind-Irr,7186.5,1000,Terry,TX,1993,2021-03-15
P-932-2021,3722,2021-03-17,2021-04-22,Wind-Irr,1435.66,1000,Hitchcock,NE,2000,2020-11-21
P-3548-2021,943,2021-03-16,2021-03-26,Lightning-Irr,2428.75,1000,Butler,NE,0,2020-04-01
P-1468-2021,1272,2021-03-15,2021-03-17,Wind-Irr,10116.27,2500,Castro,TX,1994,2020-06-12
P-2486-2021,4191,2021-03-15,2021-03-18,Claim Withdrawn,0,5000,null,null,null,2020-04-01
P-144-2021,1646,2021-03-14,2021-03-16,Wind-Irr,16077.5,1000,Dodge,NE,2017,2020-04-01
P-5220-2021,2345,2021-03-13,2021-03-16,Wind-Irr,70000,1000,Crosby,TX,1995,2020-05-13
P-889-2021,2359,2021-03-13,2021-03-16,Wind-Irr,127750,1000,Crosby,TX,1999,2020-04-03
P-4756-2021,5372,2021-03-13,2021-03-17,Wind-Irr,62210,1000,Crosby,TX,1995,2020-05-10
P-1493-2021,2949,2021-03-13,2021-03-19,Wind-Irr,14980,1000,Crosby,TX,1997,2020-04-07
P-3081-2021,2712,2021-03-12,2021-03-12,Wind-Irr,210926.15,1000,Kingman,KS,2013,2020-03-17
P-3520-2021,23,2021-03-12,2021-03-12,Wind-Irr,101455.16,1000,Reno,KS,1996,2021-03-10
P-3972-2021,2174,2021-03-07,2022-03-16,Claim Withdrawn,0,2500,Clarendon,SC,2014,2022-02-10
P-3603-2021,4353,2021-03-04,2021-03-04,Wind-Irr,13388.6,1000,Lamb,TX,1991,2020-10-05
P-4540-2021,2727,2021-03-04,2021-03-09,Collapse-Irr,16748.9,1000,Hall,TX,1993,2020-04-08
P-1733-2021,4662,2021-03-01,2021-03-12,Lightning-Irr,7893.1,1000,Colquitt,GA,2012,2020-05-28
P-5268-2021,1013,2021-03-01,2021-03-24,M&E-Irr,975,1000,Harlan,NE,1995,2021-02-08
P-3333-2021,724,2021-03-01,2021-03-29,Claim Denied,0,1000,Clay,NE,2004,2020-05-25
P-431-2021,5051,2021-02-28,2021-03-01,Collapse-Irr,83450,1000,Pawnee,KS,1999,2020-10-01
P-431-2021,5051,2021-02-24,2021-02-25,M&E-Irr,27770,1000,Pawnee,KS,2003,2020-10-01
P-3871-2021,4499,2021-02-22,2021-03-10,Claim Withdrawn,0,1000,null,null,null,2021-02-03
P-1527-2021,3175,2021-02-18,2021-05-03,Freezing-Irr,25277.63,1000,Falls,TX,1996,2020-05-30
P-5196-2021,2634,2021-02-16,2021-03-09,Freezing-Irr,16236,1000,Gaines,TX,2002,2021-02-19
P-5057-2021,5192,2021-02-12,2021-05-18,Collision-Irr,4898.11,1000,Seminole,GA,2014,2020-07-22
P-359-2021,1566,2021-02-02,2021-02-25,M&E-Irr,19141.89,1000,Ford,KS,1975,2020-04-22
P-5452-2021,4075,2021-01-30,2021-02-03,Theft-Irr,7338.78,1000,Pottawattamie,IA,1999,2021-01-22
P-1220-2021,4245,2021-01-23,2021-01-25,Wind-Irr,5100,1000,Lamb,TX,1976,2020-04-15
P-1204-2021,3324,2021-01-19,2021-02-01,M&E-Irr,6238.05,1000,Miller,GA,2005,2020-09-10
P-4604-2021,4916,2021-01-16,2021-03-12,Wind-Irr,10303.5,1000,Hamilton,NE,0,2020-12-06
P-3046-2021,879,2021-01-15,2021-02-08,Wind-Irr,57545.44,1000,Morton,KS,1997,2020-08-25
P-3957-2021,4269,2021-01-14,2021-01-14,Wind-Irr,14476.39,2500,Phillips,CO,1991,2020-12-22
P-612-2021,1760,2021-01-14,2021-01-19,Claim Withdrawn,0,1000,Butte,SD,2014,2020-07-22
P-3366-2021,3244,2021-01-14,2021-01-19,Fire-Irr,1153.2,1000,Nuckolls,NE,2003,2020-05-05
P-1322-2021,5334,2021-01-08,2021-02-09,Wind-Irr,21896.67,1000,Floyd,TX,1996,2020-08-20
P-43-2020,165,2020-12-30,2021-03-09,Wind-Irr,37733.91,1000,Bolivar,MS,1992,2020-12-01
P-5628-2020,4001,2020-12-27,2020-12-29,Claim Denied,0,1000,null,null,null,2020-06-01
P-3506-2020,3100,2020-12-23,2020-12-31,Wind-Irr,64215.48,2500,Baca,CO,2001,2020-03-09
P-2486-2020,4191,2020-12-18,2020-12-29,Claim Denied,0,5000,null,null,null,2020-04-01
P-3563-2020,4025,2020-12-16,2020-12-18,Collapse-Irr,6570.19,1000,Sedgwick,CO,1999,2020-11-25
P-400-2020,2266,2020-12-08,2020-12-11,M&E-Irr,8338.55,1000,Gaines,TX,1994,2020-05-17
P-1674-2020,1163,2020-12-08,2020-12-18,M&E-Irr,15807.29,1000,Floyd,TX,1978,2020-02-14
P-5430-2020,1766,2020-11-30,2021-01-06,Collision-Irr,5188.74,1000,Trego,KS,2014,2020-06-04
P-1940-2020,3646,2020-11-25,2020-11-30,Wind-Irr,55564.39,1000,Lamb,TX,2000,2020-05-24
P-2645-2020,2127,2020-11-25,2020-12-02,Theft-Irr,12093.06,1000,Harrison,IA,2013,2020-05-21
P-1150-2020,394,2020-11-22,2020-11-24,Wind-Irr,4927.5,1000,Terry,TX,1995,2020-11-22
P-3812-2020,435,2020-11-20,2020-11-23,Claim Withdrawn,0,1000,Cochran,TX,0,2020-03-11
P-2657-2020,3067,2020-11-20,2020-12-11,Wind-Irr,3862,1000,Cochran,TX,1994,2020-07-03
P-2808-2020,3916,2020-11-19,2020-11-19,Wind-Irr,29453.58,1000,Bailey,TX,1997,2020-11-19
P-4058-2020,2739,2020-11-19,2020-11-19,M&E-Irr,22173.61,1000,Lamb,TX,2003,2020-02-16
P-683-2020,860,2020-11-16,2020-11-30,Collapse-Irr,3183.56,1000,Sherman,TX,1989,2020-04-19
P-2407-2020,1919,2020-11-13,2020-11-24,Collision-Irr,7479.73,1000,Floyd,TX,2016,2020-02-20
P-5350-2020,3615,2020-11-10,2020-11-10,Collapse-Irr,6089.32,1000,Lincoln,NE,0,2020-06-16
P-4970-2020,3027,2020-11-09,2020-11-10,Collision-Irr,13874.82,1000,Sheridan,KS,2011,2020-11-09
P-4420-2020,204,2020-11-08,2020-11-11,M&E-Irr,7483.29,1000,Stanton,KS,1994,2020-06-11
P-4695-2020,5178,2020-11-06,2020-11-09,Collision-Irr,13321.89,10000,Sheridan,KS,1994,2020-11-06
P-1694-2020,3450,2020-11-03,2020-11-19,Claim Withdrawn,0,2500,Lamb,TX,1990,2020-04-24
P-1876-2020,3650,2020-10-29,2020-12-03,Wind-Irr,70000,1000,Terry,TX,1995,2020-03-02
P-5218-2020,4124,2020-10-28,2020-11-02,Wind-Irr,20022.37,1000,Hale,TX,1985,2020-10-28
P-145-2020,4236,2020-10-26,2021-06-25,Claim Denied,0,2500,Fillmore,NE,2015,2021-01-19
P-3926-2020,524,2020-10-23,2020-11-03,Wind-Irr,4207.68,5000,Lamb,TX,1999,2020-03-16
P-1969-2020,4141,2020-10-20,2020-10-20,Collapse-Irr,2631.62,1000,York,NE,1997,2020-03-31
P-5451-2020,1951,2020-10-19,2020-10-19,M&E-Irr,80000,1000,York,NE,2000,2020-10-02
P-1736-2020,265,2020-10-18,2020-11-02,Claim Withdrawn,0,1000,null,null,null,2020-06-09
P-4633-2020,2630,2020-10-17,2020-10-19,Collision-Irr,4626.64,1000,York,NE,2015,2019-10-20
P-2128-2020,712,2020-10-16,2020-10-19,Collision-Irr,12542.7,1000,Republic,KS,2007,2020-09-21
P-1438-2020,1148,2020-10-14,2020-10-16,Claim Withdrawn,0,2500,Chesterfield,SC,2011,2020-08-01
P-1165-2020,548,2020-10-11,2020-10-12,M&E-Irr,5117.86,1000,Reno,KS,0,2020-03-31
P-1408-2020,4684,2020-10-10,2020-10-15,Collision-Irr,3767.04,1000,Custer,NE,1996,2020-06-20
P-3018-2020,1907,2020-10-10,2020-11-11,Collision-Irr,19729.16,1000,Hamilton,NE,1980,2020-01-01
P-1468-2020,1272,2020-10-07,2020-10-08,Collision-Irr,3524,2500,Castro,TX,2014,2020-06-12
P-4114-2020,908,2020-10-04,2020-10-05,Claim Withdrawn,0,1000,Boone,NE,2017,2020-02-13
P-4394-2020,4473,2020-10-03,2020-10-05,Collision-Irr,6946.96,1000,Antelope,NE,0,2020-05-13
P-2324-2020,228,2020-10-03,2020-10-23,Wind-Irr,14737.73,1000,Castro,TX,1992,2020-04-12
P-1196-2020,2422,2020-10-02,2020-10-07,Collapse-Irr,2863.2,5000,Dallam,TX,1990,2020-05-30
P-4418-2020,1245,2020-10-01,2020-10-20,Collision-Irr,12825.6,1000,Barton,KS,2001,2020-06-08
P-4369-2020,3591,2020-09-27,2020-09-29,Wind-Irr,15464.82,1000,Castro,TX,1993,2020-02-20
P-4605-2020,3880,2020-09-25,2020-10-20,Fire-Irr,708.55,1000,Comanche,KS,1991,2020-02-28
P-1748-2020,5282,2020-09-24,2020-09-28,M&E-Irr,20658.46,1000,Gaines,TX,1998,2019-11-14
P-4097-2020,3153,2020-09-22,2020-09-22,Collapse-Irr,5569.4,1000,Prowers,CO,2011,2020-03-12
P-1797-2020,3223,2020-09-19,2020-09-23,M&E-Irr,70000,2500,Dallam,TX,1980,2020-06-01
P-2486-2020,4191,2020-09-17,2020-09-29,Wind-Irr,7561.81,5000,Florence,SC,2010,2020-04-01
P-2716-2020,1937,2020-09-15,2021-01-06,M&E-Irr,12609.09,1000,Yuma,CO,1998,2021-01-01
P-4447-2020,794,2020-09-15,2021-06-02,Lightning-Irr,755.46,1000,Tazewell,IL,1977,2020-09-01
P-2906-2020,775,2020-09-11,2020-09-11,M&E-Irr,6658.05,1000,Hale,TX,0,2020-03-31
P-4287-2020,2888,2020-09-11,2020-09-15,Collision-Irr,6622.34,1000,Custer,NE,1989,2020-06-25
P-1994-2020,3196,2020-09-09,2020-09-10,Wind-Irr,7880.26,1000,Hockley,TX,1994,2020-07-19
P-2848-2020,1117,2020-09-07,2020-09-08,Wind-Irr,40741.96,1000,Sedgwick,CO,1990,2020-05-02
P-1590-2020,458,2020-09-06,2020-09-09,Lightning-Irr,7415.75,1000,Ochiltree,TX,0,2020-04-07
P-1205-2020,867,2020-09-05,2020-09-15,Theft-Irr,4272.52,1000,Harrison,IA,2012,2020-08-17
P-5600-2020,652,2020-09-04,2020-09-04,Vandalism-Irr,1356,1000,Sherman,NE,0,2019-11-03
P-400-2020,2266,2020-09-04,2020-10-01,M&E-Irr,8917.2,1000,Gaines,TX,2001,2020-05-17
P-3782-2020,4406,2020-09-03,2020-09-03,M&E-Irr,3216.04,1000,Hansford,TX,1998,2020-08-10
P-5533-2020,1501,2020-09-03,2020-09-04,M&E-Irr,60824,1000,Red Willow,NE,0,2020-07-12
P-89-2020,183,2020-09-03,2021-01-19,M&E-Irr,38964.5,1000,Hayes,NE,2002,2020-03-27
P-4734-2020,1416,2020-09-02,2020-09-02,Collision-Irr,3125.43,1000,York,NE,2004,2020-03-22
P-2875-2020,3816,2020-09-01,2020-10-05,M&E-Irr,19582.74,10000,Brazos,TX,2013,2020-05-01
P-5065-2020,2650,2020-08-31,2020-09-04,Lightning-Irr,25677.1,2500,Custer,NE,2004,2020-08-31
P-3229-2020,5,2020-08-31,2020-09-24,Lightning-Irr,3292.37,1000,Greeley,NE,1985,2020-09-15
P-2206-2020,224,2020-08-31,2020-10-30,Collision-Irr,21446.23,1000,Greeley,NE,1980,2019-12-17
P-3064-2020,904,2020-08-30,2020-09-02,Lightning-Irr,8895,1000,Sedgwick,CO,1977,2020-05-14
P-1040-2020,3622,2020-08-30,2020-09-21,Lightning-Irr,3357.44,1000,York,NE,1983,2019-11-19
P-1278-2020,1910,2020-08-28,2020-08-31,M&E-Irr,4250,2500,Floyd,TX,1997,2020-02-26
P-2296-2020,3318,2020-08-27,2020-08-31,Lightning-Irr,4969.64,10000,Phillips,CO,1985,2020-01-15
P-2997-2020,1942,2020-08-26,2020-08-27,M&E-Irr,12513.7,1000,Lamb,TX,0,2020-04-01
P-4334-2020,3605,2020-08-26,2020-08-28,Wind-Irr,28158.34,5000,Grant,KS,1983,2020-05-23
P-1622-2020,3905,2020-08-25,2020-08-25,Collision-Irr,6521.47,1000,Republic,KS,2009,2020-04-08
P-794-2020,5034,2020-08-25,2020-09-16,Lightning-Irr,5127.55,1000,Mason,IL,2017,2020-04-12
P-1902-2020,4664,2020-08-24,2020-08-26,Collision-Irr,10222.63,1000,Gosper,NE,0,2020-01-19
P-2656-2020,1588,2020-08-23,2020-09-01,Lightning-Irr,7500,1000,Sherman,TX,0,2020-07-12
P-3058-2020,4704,2020-08-23,2020-09-09,Lightning-Irr,2152.89,1000,Stafford,KS,0,2020-03-11
P-431-2020,5051,2020-08-22,2020-08-24,Collision-Irr,61154.94,1000,Pawnee,KS,2019,2019-10-01
P-4113-2020,5110,2020-08-22,2020-08-27,Wind-Irr,22153.18,1000,Adams,NE,1998,2020-01-01
P-2950-2020,2318,2020-08-21,2020-09-01,Wind-Irr,45918.93,2500,Swift,MN,2001,2019-09-01
P-2659-2020,3831,2020-08-20,2020-08-21,Claim Withdrawn,0,1000,Sedgwick,CO,2009,2020-04-13
P-2159-2020,1476,2020-08-18,2020-08-20,Lightning-Irr,1695.04,1000,Buffalo,NE,0,2020-05-10
P-5058-2020,2215,2020-08-18,2020-08-20,Collision-Irr,10244.09,1000,Sheridan,KS,2016,2020-04-15
P-5361-2020,153,2020-08-18,2020-08-21,Collapse-Irr,4931.24,2500,Republic,KS,1994,2020-08-18
P-3309-2020,3531,2020-08-18,2020-09-17,Flood-Irr,3604.28,1000,Yuma,CO,2012,2020-07-05
P-3890-2020,3254,2020-08-16,2020-08-25,Lightning-Irr,2128,1000,Clay,NE,2016,2020-02-26
P-4944-2020,2673,2020-08-16,2020-11-11,Lightning-Irr,6818.92,1000,Kearney,NE,1990,2020-07-18
P-2256-2020,3446,2020-08-16,2020-11-18,M&E-Irr,3176.76,1000,Hamilton,NE,1979,2020-06-21
P-1748-2020,5282,2020-08-15,2020-08-17,Wind-Irr,20602.51,1000,Dallam,TX,1995,2019-11-14
P-1031-2020,1278,2020-08-14,2020-08-15,Collapse-Irr,3337.84,1000,Edwards,KS,0,2020-06-01
P-3477-2020,3564,2020-08-14,2020-08-17,Wind-Irr,59692.68,1000,Clay,NE,2014,2020-03-09
P-4902-2020,4522,2020-08-14,2020-09-21,Lightning-Irr,22603.66,1000,Franklin,AL,2015,2020-08-14
P-3733-2020,317,2020-08-13,2020-08-14,Collision-Irr,14775.63,1000,Kearney,NE,1998,2020-08-10
P-2392-2020,3278,2020-08-12,2020-08-12,M&E-Irr,15284.26,1000,York,NE,1990,2020-08-12
P-4604-2020,4916,2020-08-12,2020-08-12,Overturn-Irr,39047.55,1000,Hamilton,NE,0,2019-12-06
P-3259-2020,4026,2020-08-12,2020-08-18,Lightning-Irr,6433.51,1000,Hayes,NE,0,2020-04-10
P-3869-2020,2134,2020-08-11,2020-08-14,Wind-Irr,12834,1000,Lipscomb,TX,1973,2020-01-31
P-2080-2020,771,2020-08-11,2020-08-20,Lightning-Irr,3783.46,1000,Sheridan,KS,0,2020-03-13
P-3871-2020,4499,2020-08-11,2020-10-20,Lightning-Irr,275.17,1000,Hale,TX,0,2020-02-03
P-1755-2020,3857,2020-08-10,2020-09-03,Lightning-Irr,953.54,1000,Cochran,TX,2011,2020-08-10
P-981-2020,4818,2020-08-10,2020-08-12,Lightning-Irr,7877.75,1000,Hansford,TX,2012,2019-09-24
P-2606-2020,1267,2020-08-10,2020-09-16,Lightning-Irr,11289.21,1000,Howard,IA,1988,2020-08-15
P-4008-2020,2148,2020-08-10,2021-03-05,Lightning-Irr,2817.54,1000,Harvey,KS,2004,2020-12-22
P-1496-2020,475,2020-08-09,2020-08-11,Collision-Irr,3192.12,1000,Washington,KS,0,2020-07-20
P-1064-2020,4607,2020-08-09,2020-08-14,Claim Withdrawn,0,1000,Nuckolls,NE,2013,2020-08-09
P-1109-2020,40,2020-08-09,2020-08-25,Lightning-Irr,3087.19,1000,Thayer,NE,2012,2020-04-12
P-5078-2020,833,2020-08-08,2020-08-10,M&E-Irr,17183.8,1000,Adams,NE,1990,2019-09-05
P-1342-2020,1505,2020-08-08,2020-08-19,M&E-Irr,6268.98,1000,Hall,NE,2008,2020-05-01
P-5184-2020,4771,2020-08-08,2020-08-13,Lightning-Irr,766.7,10000,Holt,NE,2018,2020-05-12
P-2808-2020,3916,2020-08-07,2020-08-11,Wind-Irr,2872.63,1000,Lamb,TX,1994,2020-08-07
P-1002-2020,3860,2020-08-07,2020-08-07,Collision-Irr,9292.21,1000,Butler,NE,0,2019-12-20
P-140-2020,1491,2020-08-07,2020-08-10,Lightning-Irr,6612.43,1000,Hockley,TX,1999,2020-06-02
P-3294-2020,4782,2020-08-06,2020-08-07,Wind-Irr,21064.77,1000,Roosevelt,NM,2000,2020-04-25
P-1040-2020,3622,2020-08-05,2020-08-17,Lightning-Irr,8699.21,1000,York,NE,1983,2019-11-19
P-2967-2020,3957,2020-08-05,2020-09-02,Lightning-Irr,1010.37,1000,Colfax,NE,1980,2020-04-15
P-1787-2020,1797,2020-08-05,2020-09-04,Lightning-Irr,3374.6,1000,Sheridan,KS,0,2020-02-03
P-1090-2020,2459,2020-08-05,2020-09-29,Collision-Irr,620.99,1000,Republic,KS,2013,2020-04-08
P-551-2020,383,2020-08-01,2020-08-19,Lightning-Irr,3301.43,1000,Ellsworth,KS,2015,2020-01-26
P-23-2020,4366,2020-08-01,2020-09-01,Animal-Irr,1840.5,1000,Merrick,NE,2018,2020-01-26
P-4540-2020,2727,2020-07-31,2020-07-31,M&E-Irr,17208.79,1000,Hall,TX,2000,2020-04-08
P-431-2020,5051,2020-07-30,2020-11-11,Lightning-Irr,1088.73,1000,Pawnee,KS,2014,2020-10-01
P-2574-2020,182,2020-07-28,2020-07-28,M&E-Irr,15131.37,1000,Dodge,NE,2020,2020-02-22
P-2972-2020,3029,2020-07-28,2020-10-05,Lightning-Irr,14191.26,1000,Jackson,OK,0,2020-04-02
P-1468-2020,1272,2020-07-27,2020-07-28,Lightning-Irr,18298.78,2500,Castro,TX,1995,2020-06-12
P-5184-2020,4771,2020-07-27,2020-08-05,Lightning-Irr,2976.15,1000,Rock,NE,2014,2020-05-12
P-318-2020,1639,2020-07-26,2020-08-14,Lightning-Irr,1235.49,1000,Phillips,CO,2004,2020-03-26
P-3993-2020,1539,2020-07-26,2020-09-15,Lightning-Irr,1851.82,1000,Hamilton,NE,2012,2019-12-01
P-424-2020,5113,2020-07-25,2020-07-28,Claim Denied,0,2500,Falls,TX,2007,2019-12-13
P-742-2020,2416,2020-07-25,2020-07-29,Lightning-Irr,1085.05,1000,Adams,NE,1998,2019-09-01
P-525-2020,3713,2020-07-25,2020-08-03,Lightning-Irr,5361.31,1000,Custer,NE,0,2019-11-08
P-5381-2020,1794,2020-07-25,2021-02-02,M&E-Irr,2342.72,1000,Swisher,TX,2006,2020-06-07
P-1895-2020,4858,2020-07-24,2020-07-29,Lightning-Irr,3645.91,2500,Phillips,CO,0,2020-01-15
P-1449-2020,5063,2020-07-23,2020-07-23,Claim Withdrawn,0,1000,Platte,NE,1995,2020-01-09
P-140-2020,1491,2020-07-23,2020-07-24,Collision-Irr,7691.89,1000,Hockley,TX,1991,2020-06-02
P-2727-2020,686,2020-07-23,2020-07-29,M&E-Irr,7870.27,1000,Antelope,NE,2005,2020-06-03
P-102-2020,3884,2020-07-23,2020-08-06,Wind-Irr,9380,1000,Lamb,TX,1995,2020-06-04
P-5303-2020,4156,2020-07-23,2020-08-17,Collision-Irr,909.52,1000,Custer,NE,2003,2020-08-06
P-180-2020,5329,2020-07-23,2020-08-31,Animal-Irr,2013.22,2500,Kearney,NE,2017,2020-06-16
P-1756-2020,2257,2020-07-22,2020-07-22,M&E-Irr,4867.62,1000,Rice,KS,2006,2020-05-21
P-3392-2020,5272,2020-07-22,2020-07-23,Claim Withdrawn,0,1000,Stafford,KS,2009,2019-09-01
P-2062-2020,3800,2020-07-21,2020-07-21,Collapse-Irr,19517.17,1000,Adams,NE,2014,2020-03-27
P-5461-2020,2945,2020-07-21,2021-01-14,Lightning-Irr,7542.5,1000,Phelps,NE,2011,2020-03-27
P-4197-2020,1201,2020-07-20,2020-07-20,Lightning-Irr,2175.46,1000,Cheyenne,NE,1990,2020-07-20
P-2188-2020,4342,2020-07-20,2020-07-21,Wind-Irr,26992,1000,Lincoln,NE,1974,2020-05-22
P-4776-2020,5070,2020-07-20,2020-07-22,Claim Withdrawn,0,1000,Comanche,KS,1988,2020-06-05
P-4628-2020,2920,2020-07-20,2020-07-24,Lightning-Irr,2288.43,1000,Dawson,NE,1977,2019-12-23
P-166-2020,4919,2020-07-20,2020-07-27,Wind-Irr,74840,1000,Tillman,OK,1995,2020-06-10
P-2619-2020,4498,2020-07-20,2020-07-31,Lightning-Irr,6000,2500,Clarendon,SC,2014,2020-03-20
P-2535-2020,1286,2020-07-20,2020-07-31,Lightning-Irr,1968.04,1000,Clay,NE,1994,2020-03-20
P-605-2020,2956,2020-07-20,2022-03-24,Hail-Irr,4077.9,1000,Lincoln,NE,1976,2021-08-10
P-1513-2020,2914,2020-07-19,2020-07-20,Lightning-Irr,1984.07,1000,Chase,NE,1974,2019-07-28
P-3366-2020,3244,2020-07-19,2020-07-20,Collapse-Irr,7130.55,1000,Webster,NE,2002,2020-05-05
P-4120-2020,3555,2020-07-19,2020-07-23,Lightning-Irr,4297.76,1000,Logan,CO,2014,2020-05-16
P-3330-2020,4138,2020-07-19,2020-07-27,Claim Withdrawn,0,1000,null,null,null,2019-07-28
P-1191-2020,3998,2020-07-18,2020-07-20,Lightning-Irr,4138,2500,Hodgeman,KS,1977,2019-08-24
P-2511-2020,1468,2020-07-18,2020-07-20,Lightning-Irr,10000,1000,Dakota,MN,2012,2020-03-15
P-1232-2020,1021,2020-07-18,2020-07-20,Lightning-Irr,6993.5,1000,Sheridan,KS,1985,2020-03-30
P-4432-2020,1039,2020-07-18,2020-07-22,Wind-Irr,92222.5,1000,Sheridan,KS,2004,2019-12-30
P-5465-2020,4384,2020-07-17,2020-07-17,Collision-Irr,27392.88,1000,York,NE,1989,2020-03-31
P-1331-2020,3171,2020-07-17,2020-07-22,M&E-Irr,14787.76,1000,Burt,NE,2013,2020-05-24
P-899-2020,1890,2020-07-16,2020-07-16,M&E-Irr,51565.04,1000,Hale,TX,2002,2020-04-21
P-3381-2020,1094,2020-07-16,2020-07-17,Animal-Irr,18328.32,1000,Boone,NE,2004,2019-12-06
P-5269-2020,2614,2020-07-16,2020-07-17,M&E-Irr,3295.81,1000,Reno,KS,1999,2020-05-06
P-1419-2020,2927,2020-07-16,2020-07-23,Lightning-Irr,5591.63,1000,Perkins,NE,2017,2020-04-01
P-3503-2020,96,2020-07-15,2020-07-16,Claim Denied,0,1000,Floyd,TX,1999,2020-03-05
P-375-2020,3271,2020-07-15,2020-07-17,Lightning-Irr,14887.7,1000,Hutchinson,TX,2012,2020-04-03
P-405-2020,5065,2020-07-15,2020-07-17,Collision-Irr,6766.83,1000,Graham,KS,1978,2020-05-22
P-4829-2020,393,2020-07-15,2020-07-20,Claim Denied,0,1000,Harvey,KS,1998,2020-01-29
P-2950-2020,2318,2020-07-15,2020-08-07,Collision-Irr,8741.95,2500,Pope,MN,1982,2019-09-01
P-2696-2020,1394,2020-07-15,2020-08-14,Lightning-Irr,3468.17,1000,Gove,KS,2009,2020-04-30
P-1376-2020,3141,2020-07-14,2020-07-14,M&E-Irr,2048,1000,Crosby,TX,2012,2020-06-10
P-5608-2020,1199,2020-07-14,2020-07-16,Lightning-Irr,2700,1000,Hutchinson,TX,1999,2020-04-30
